Address:,USB0::0x0957::0x179B::MY58106377::0::INSTR,,Analog Channels,,
,,,-0.0222250724683,0.941516295075417,
,,,-0.0222096723414,0.941516295075417,
,,,-0.0221942722145,0.941516295075417,
,,,-0.0221788720876,0.953978605568409,
,,,-0.0221634719607,0.941516295075417,
,,,-0.0221480718338,0.941516295075417,
,,,-0.0221326717069,0.929053984582424,
,,,-0.02211727158,0.953978605568409,
,,,-0.0221018714531,0.941516295075417,
,,,-0.0220864713262,0.941516295075417,
,,,-0.0220710711993,0.941516295075417,
,,,-0.0220556710724,0.941516295075417,
,,,-0.0220402709455,0.941516295075417,
,,,-0.0220248708186,0.929053984582424,
,,,-0.0220094706917,0.941516295075417,
,,,-0.0219940705648,0.941516295075417,
,,,-0.0219786704379,0.941516295075417,
,,,-0.021963270311,0.941516295075417,
,,,-0.0219478701841,0.941516295075417,
,,,-0.0219324700572,0.953978605568409,
,,,-0.0219170699303,0.941516295075417,
,,,-0.0219016698034,0.941516295075417,
,,,-0.0218862696765,0.941516295075417,
,,,-0.0218708695496,0.941516295075417,
,,,-0.0218554694227,0.953978605568409,
,,,-0.0218400692958,0.953978605568409,
,,,-0.0218246691689,0.941516295075417,
,,,-0.021809269042,0.941516295075417,
,,,-0.0217938689151,0.941516295075417,
,,,-0.0217784687882,0.941516295075417,
,,,-0.0217630686613,0.941516295075417,
,,,-0.0217476685344,0.941516295075417,
,,,-0.0217322684075,0.953978605568409,
,,,-0.0217168682806,0.941516295075417,
,,,-0.0217014681537,0.953978605568409,
,,,-0.0216860680268,0.953978605568409,
,,,-0.0216706678999,0.941516295075417,
,,,-0.021655267773,0.941516295075417,
,,,-0.0216398676461,0.941516295075417,
,,,-0.0216244675192,0.953978605568409,
,,,-0.0216090673923,0.941516295075417,
,,,-0.0215936672654,0.941516295075417,
,,,-0.0215782671385,0.941516295075417,
,,,-0.0215628670116,0.953978605568409,
,,,-0.0215474668847,0.953978605568409,
,,,-0.0215320667578,0.929053984582424,
,,,-0.0215166666309,0.941516295075417,
,,,-0.021501266504,0.941516295075417,
,,,-0.0214858663771,0.953978605568409,
,,,-0.0214704662502,0.941516295075417,
,,,-0.0214550661233,0.941516295075417,
,,,-0.0214396659964,0.953978605568409,
,,,-0.0214242658695,0.941516295075417,
,,,-0.0214088657426,0.941516295075417,
,,,-0.0213934656157,0.953978605568409,
,,,-0.0213780654888,0.941516295075417,
,,,-0.0213626653619,0.953978605568409,
,,,-0.021347265235,0.941516295075417,
,,,-0.0213318651081,0.941516295075417,
,,,-0.0213164649812,0.953978605568409,
,,,-0.0213010648543,0.953978605568409,
,,,-0.0212856647274,0.941516295075417,
,,,-0.0212702646005,0.953978605568409,
,,,-0.0212548644736,0.953978605568409,
,,,-0.0212394643467,0.941516295075417,
,,,-0.0212240642198,0.941516295075417,
,,,-0.0212086640929,0.941516295075417,
,,,-0.021193263966,0.941516295075417,
,,,-0.0211778638391,0.953978605568409,
,,,-0.0211624637122,0.941516295075417,
,,,-0.0211470635853,0.941516295075417,
,,,-0.0211316634584,0.953978605568409,
,,,-0.0211162633315,0.941516295075417,
,,,-0.0211008632046,0.941516295075417,
,,,-0.0210854630777,0.953978605568409,
,,,-0.0210700629508,0.941516295075417,
,,,-0.0210546628239,0.941516295075417,
,,,-0.021039262697,0.941516295075417,
,,,-0.0210238625701,0.941516295075417,
,,,-0.0210084624432,0.941516295075417,
,,,-0.0209930623163,0.941516295075417,
,,,-0.0209776621894,0.941516295075417,
,,,-0.0209622620625,0.941516295075417,
,,,-0.0209468619356,0.941516295075417,
,,,-0.0209314618087,0.941516295075417,
,,,-0.0209160616818,0.941516295075417,
,,,-0.0209006615549,0.953978605568409,
,,,-0.020885261428,0.941516295075417,
,,,-0.0208698613011,0.941516295075417,
,,,-0.0208544611742,0.941516295075417,
,,,-0.0208390610473,0.953978605568409,
,,,-0.0208236609204,0.941516295075417,
,,,-0.0208082607935,0.941516295075417,
,,,-0.0207928606666,0.941516295075417,
,,,-0.0207774605397,0.953978605568409,
,,,-0.0207620604128,0.941516295075417,
,,,-0.0207466602859,0.953978605568409,
,,,-0.020731260159,0.941516295075417,
,,,-0.0207158600321,0.941516295075417,
,,,-0.0207004599052,0.941516295075417,
,,,-0.0206850597783,0.953978605568409,
,,,-0.0206696596514,0.953978605568409,
,,,-0.0206542595245,0.941516295075417,
,,,-0.0206388593976,0.953978605568409,
,,,-0.0206234592707,0.953978605568409,
,,,-0.0206080591438,0.941516295075417,
,,,-0.0205926590169,0.941516295075417,
,,,-0.02057725889,0.941516295075417,
,,,-0.0205618587631,0.941516295075417,
,,,-0.0205464586362,0.941516295075417,
,,,-0.0205310585093,0.941516295075417,
,,,-0.0205156583824,0.953978605568409,
,,,-0.0205002582555,0.941516295075417,
,,,-0.0204848581286,0.941516295075417,
,,,-0.0204694580017,0.941516295075417,
,,,-0.0204540578748,0.953978605568409,
,,,-0.0204386577479,0.941516295075417,
,,,-0.020423257621,0.941516295075417,
,,,-0.0204078574941,0.941516295075417,
,,,-0.0203924573672,0.941516295075417,
,,,-0.0203770572403,0.953978605568409,
,,,-0.0203616571134,0.953978605568409,
,,,-0.0203462569865,0.941516295075417,
,,,-0.0203308568596,0.941516295075417,
,,,-0.0203154567327,0.941516295075417,
,,,-0.0203000566058,0.941516295075417,
,,,-0.0202846564789,0.941516295075417,
,,,-0.020269256352,0.953978605568409,
,,,-0.0202538562251,0.941516295075417,
,,,-0.0202384560982,0.941516295075417,
,,,-0.0202230559713,0.941516295075417,
,,,-0.0202076558444,0.941516295075417,
,,,-0.0201922557175,0.941516295075417,
,,,-0.0201768555906,0.953978605568409,
,,,-0.0201614554637,0.941516295075417,
,,,-0.0201460553368,0.941516295075417,
,,,-0.0201306552099,0.941516295075417,
,,,-0.020115255083,0.941516295075417,
,,,-0.0200998549561,0.953978605568409,
,,,-0.0200844548292,0.941516295075417,
,,,-0.0200690547023,0.941516295075417,
,,,-0.0200536545754,0.953978605568409,
,,,-0.0200382544485,0.941516295075417,
,,,-0.0200228543216,0.941516295075417,
,,,-0.0200074541947,0.941516295075417,
,,,-0.0199920540678,0.941516295075417,
,,,-0.0199766539409,0.953978605568409,
,,,-0.019961253814,0.941516295075417,
,,,-0.0199458536871,0.953978605568409,
,,,-0.0199304535602,0.953978605568409,
,,,-0.0199150534333,0.941516295075417,
,,,-0.0198996533064,0.941516295075417,
,,,-0.0198842531795,0.941516295075417,
,,,-0.0198688530526,0.941516295075417,
,,,-0.0198534529257,0.941516295075417,
,,,-0.0198380527988,0.941516295075417,
,,,-0.0198226526719,0.941516295075417,
,,,-0.019807252545,0.941516295075417,
,,,-0.0197918524181,0.953978605568409,
,,,-0.0197764522912,0.941516295075417,
,,,-0.0197610521643,0.941516295075417,
,,,-0.0197456520374,0.941516295075417,
,,,-0.0197302519105,0.953978605568409,
,,,-0.0197148517836,0.941516295075417,
,,,-0.0196994516567,0.941516295075417,
,,,-0.0196840515298,0.953978605568409,
,,,-0.0196686514029,0.953978605568409,
,,,-0.019653251276,0.953978605568409,
,,,-0.0196378511491,0.941516295075417,
,,,-0.0196224510222,0.941516295075417,
,,,-0.0196070508953,0.953978605568409,
,,,-0.0195916507684,0.941516295075417,
,,,-0.0195762506415,0.941516295075417,
,,,-0.0195608505146,0.941516295075417,
,,,-0.0195454503877,0.941516295075417,
,,,-0.0195300502608,0.941516295075417,
,,,-0.0195146501339,0.953978605568409,
,,,-0.019499250007,0.941516295075417,
,,,-0.0194838498801,0.953978605568409,
,,,-0.0194684497532,0.941516295075417,
,,,-0.0194530496263,0.953978605568409,
,,,-0.0194376494994,0.941516295075417,
,,,-0.0194222493725,0.941516295075417,
,,,-0.0194068492456,0.953978605568409,
,,,-0.0193914491187,0.941516295075417,
,,,-0.0193760489918,0.953978605568409,
,,,-0.0193606488649,0.953978605568409,
,,,-0.019345248738,0.941516295075417,
,,,-0.0193298486111,0.941516295075417,
,,,-0.0193144484842,0.941516295075417,
,,,-0.0192990483573,0.941516295075417,
,,,-0.0192836482304,0.953978605568409,
,,,-0.0192682481035,0.953978605568409,
,,,-0.0192528479766,0.941516295075417,
,,,-0.0192374478497,0.941516295075417,
,,,-0.0192220477228,0.953978605568409,
,,,-0.0192066475959,0.953978605568409,
,,,-0.019191247469,0.941516295075417,
,,,-0.0191758473421,0.941516295075417,
,,,-0.0191604472152,0.953978605568409,
,,,-0.0191450470883,0.941516295075417,
,,,-0.0191296469614,0.929053984582424,
,,,-0.0191142468345,0.941516295075417,
,,,-0.0190988467076,0.953978605568409,
,,,-0.0190834465807,0.953978605568409,
,,,-0.0190680464538,0.941516295075417,
,,,-0.0190526463269,0.941516295075417,
,,,-0.0190372462,0.941516295075417,
,,,-0.0190218460731,0.941516295075417,
,,,-0.0190064459462,0.953978605568409,
,,,-0.0189910458193,0.941516295075417,
,,,-0.0189756456924,0.941516295075417,
,,,-0.0189602455655,0.953978605568409,
,,,-0.0189448454386,0.941516295075417,
,,,-0.0189294453117,0.941516295075417,
,,,-0.0189140451848,0.929053984582424,
,,,-0.0188986450579,0.941516295075417,
,,,-0.018883244931,0.941516295075417,
,,,-0.0188678448041,0.953978605568409,
,,,-0.0188524446772,0.941516295075417,
,,,-0.0188370445503,0.941516295075417,
,,,-0.0188216444234,0.941516295075417,
,,,-0.0188062442965,0.941516295075417,
,,,-0.0187908441696,0.941516295075417,
,,,-0.0187754440427,0.941516295075417,
,,,-0.0187600439158,0.953978605568409,
,,,-0.0187446437889,0.941516295075417,
,,,-0.018729243662,0.953978605568409,
,,,-0.0187138435351,0.941516295075417,
,,,-0.0186984434082,0.941516295075417,
,,,-0.0186830432813,0.941516295075417,
,,,-0.0186676431544,0.941516295075417,
,,,-0.0186522430275,0.953978605568409,
,,,-0.0186368429006,0.941516295075417,
,,,-0.0186214427737,0.953978605568409,
,,,-0.0186060426468,0.941516295075417,
,,,-0.0185906425199,0.941516295075417,
,,,-0.018575242393,0.941516295075417,
,,,-0.0185598422661,0.941516295075417,
,,,-0.0185444421392,0.953978605568409,
,,,-0.0185290420123,0.953978605568409,
,,,-0.0185136418854,0.941516295075417,
,,,-0.0184982417585,0.941516295075417,
,,,-0.0184828416316,0.953978605568409,
,,,-0.0184674415047,0.941516295075417,
,,,-0.0184520413778,0.953978605568409,
,,,-0.0184366412509,0.953978605568409,
,,,-0.018421241124,0.941516295075417,
,,,-0.0184058409971,0.941516295075417,
,,,-0.0183904408702,0.953978605568409,
,,,-0.0183750407433,0.941516295075417,
,,,-0.0183596406164,0.941516295075417,
,,,-0.0183442404895,0.953978605568409,
,,,-0.0183288403626,0.941516295075417,
,,,-0.0183134402357,0.941516295075417,
,,,-0.0182980401088,0.941516295075417,
,,,-0.0182826399819,0.941516295075417,
,,,-0.018267239855,0.941516295075417,
,,,-0.0182518397281,0.941516295075417,
,,,-0.0182364396012,0.953978605568409,
,,,-0.0182210394743,0.941516295075417,
,,,-0.0182056393474,0.941516295075417,
,,,-0.0181902392205,0.953978605568409,
,,,-0.0181748390936,0.953978605568409,
,,,-0.0181594389667,0.953978605568409,
,,,-0.0181440388398,0.941516295075417,
,,,-0.0181286387129,0.953978605568409,
,,,-0.018113238586,0.953978605568409,
,,,-0.0180978384591,0.953978605568409,
,,,-0.0180824383322,0.953978605568409,
,,,-0.0180670382053,0.953978605568409,
,,,-0.0180516380784,0.953978605568409,
,,,-0.0180362379515,0.941516295075417,
,,,-0.0180208378246,0.953978605568409,
,,,-0.0180054376977,0.941516295075417,
,,,-0.0179900375708,0.941516295075417,
,,,-0.0179746374439,0.953978605568409,
,,,-0.017959237317,0.941516295075417,
,,,-0.0179438371901,0.941516295075417,
,,,-0.0179284370632,0.941516295075417,
,,,-0.0179130369363,0.941516295075417,
,,,-0.0178976368094,0.941516295075417,
,,,-0.0178822366825,0.941516295075417,
,,,-0.0178668365556,0.953978605568409,
,,,-0.0178514364287,0.941516295075417,
,,,-0.0178360363018,0.941516295075417,
,,,-0.0178206361749,0.941516295075417,
,,,-0.017805236048,0.953978605568409,
,,,-0.0177898359211,0.941516295075417,
,,,-0.0177744357942,0.953978605568409,
,,,-0.0177590356673,0.953978605568409,
,,,-0.0177436355404,0.941516295075417,
,,,-0.0177282354135,0.941516295075417,
,,,-0.0177128352866,0.941516295075417,
,,,-0.0176974351597,0.941516295075417,
,,,-0.0176820350328,0.941516295075417,
,,,-0.0176666349059,0.941516295075417,
,,,-0.017651234779,0.953978605568409,
,,,-0.0176358346521,0.953978605568409,
,,,-0.0176204345252,0.941516295075417,
,,,-0.0176050343983,0.941516295075417,
,,,-0.0175896342714,0.941516295075417,
,,,-0.0175742341445,0.953978605568409,
,,,-0.0175588340176,0.953978605568409,
,,,-0.0175434338907,0.953978605568409,
,,,-0.0175280337638,0.941516295075417,
,,,-0.0175126336369,0.941516295075417,
,,,-0.01749723351,0.953978605568409,
,,,-0.0174818333831,0.941516295075417,
,,,-0.0174664332562,0.941516295075417,
,,,-0.0174510331293,0.941516295075417,
,,,-0.0174356330024,0.941516295075417,
,,,-0.0174202328755,0.953978605568409,
,,,-0.0174048327486,0.953978605568409,
,,,-0.0173894326217,0.953978605568409,
,,,-0.0173740324948,0.941516295075417,
,,,-0.0173586323679,0.941516295075417,
,,,-0.017343232241,0.929053984582424,
,,,-0.0173278321141,0.953978605568409,
,,,-0.0173124319872,0.941516295075417,
,,,-0.0172970318603,0.953978605568409,
,,,-0.0172816317334,0.941516295075417,
,,,-0.0172662316065,0.953978605568409,
,,,-0.0172508314796,0.953978605568409,
,,,-0.0172354313527,0.941516295075417,
,,,-0.0172200312258,0.953978605568409,
,,,-0.0172046310989,0.953978605568409,
,,,-0.017189230972,0.953978605568409,
,,,-0.0171738308451,0.941516295075417,
,,,-0.0171584307182,0.941516295075417,
,,,-0.0171430305913,0.941516295075417,
,,,-0.0171276304644,0.941516295075417,
,,,-0.0171122303375,0.941516295075417,
,,,-0.0170968302106,0.941516295075417,
,,,-0.0170814300837,0.953978605568409,
,,,-0.0170660299568,0.941516295075417,
,,,-0.0170506298299,0.941516295075417,
,,,-0.017035229703,0.941516295075417,
,,,-0.0170198295761,0.941516295075417,
,,,-0.0170044294492,0.941516295075417,
,,,-0.0169890293223,0.941516295075417,
,,,-0.0169736291954,0.941516295075417,
,,,-0.0169582290685,0.953978605568409,
,,,-0.0169428289416,0.941516295075417,
,,,-0.0169274288147,0.953978605568409,
,,,-0.0169120286878,0.941516295075417,
,,,-0.0168966285609,0.953978605568409,
,,,-0.016881228434,0.953978605568409,
,,,-0.0168658283071,0.953978605568409,
,,,-0.0168504281802,0.941516295075417,
,,,-0.0168350280533,0.941516295075417,
,,,-0.0168196279264,0.953978605568409,
,,,-0.0168042277995,0.953978605568409,
,,,-0.0167888276726,0.941516295075417,
,,,-0.0167734275457,0.953978605568409,
,,,-0.0167580274188,0.953978605568409,
,,,-0.0167426272919,0.953978605568409,
,,,-0.016727227165,0.953978605568409,
,,,-0.0167118270381,0.941516295075417,
,,,-0.0166964269112,0.941516295075417,
,,,-0.0166810267843,0.953978605568409,
,,,-0.0166656266574,0.953978605568409,
,,,-0.0166502265305,0.941516295075417,
,,,-0.0166348264036,0.953978605568409,
,,,-0.0166194262767,0.941516295075417,
,,,-0.0166040261498,0.941516295075417,
,,,-0.0165886260229,0.953978605568409,
,,,-0.016573225896,0.941516295075417,
,,,-0.0165578257691,0.953978605568409,
,,,-0.0165424256422,0.953978605568409,
,,,-0.0165270255153,0.941516295075417,
,,,-0.0165116253884,0.953978605568409,
,,,-0.0164962252615,0.941516295075417,
,,,-0.0164808251346,0.953978605568409,
,,,-0.0164654250077,0.941516295075417,
,,,-0.0164500248808,0.941516295075417,
,,,-0.0164346247539,0.953978605568409,
,,,-0.016419224627,0.953978605568409,
,,,-0.0164038245001,0.941516295075417,
,,,-0.0163884243732,0.953978605568409,
,,,-0.0163730242463,0.953978605568409,
,,,-0.0163576241194,0.953978605568409,
,,,-0.0163422239925,0.941516295075417,
,,,-0.0163268238656,0.953978605568409,
,,,-0.0163114237387,0.953978605568409,
,,,-0.0162960236118,0.953978605568409,
,,,-0.0162806234849,0.953978605568409,
,,,-0.016265223358,0.941516295075417,
,,,-0.0162498232311,0.941516295075417,
,,,-0.0162344231042,0.941516295075417,
,,,-0.0162190229773,0.941516295075417,
,,,-0.0162036228504,0.941516295075417,
,,,-0.0161882227235,0.953978605568409,
,,,-0.0161728225966,0.953978605568409,
,,,-0.0161574224697,0.953978605568409,
,,,-0.0161420223428,0.941516295075417,
,,,-0.0161266222159,0.941516295075417,
,,,-0.016111222089,0.941516295075417,
,,,-0.0160958219621,0.929053984582424,
,,,-0.0160804218352,0.941516295075417,
,,,-0.0160650217083,0.941516295075417,
,,,-0.0160496215814,0.941516295075417,
,,,-0.0160342214545,0.953978605568409,
,,,-0.0160188213276,0.953978605568409,
,,,-0.0160034212007,0.941516295075417,
,,,-0.0159880210738,0.941516295075417,
,,,-0.0159726209469,0.953978605568409,
,,,-0.01595722082,0.941516295075417,
,,,-0.0159418206931,0.941516295075417,
,,,-0.0159264205662,0.953978605568409,
,,,-0.0159110204393,0.953978605568409,
,,,-0.0158956203124,0.953978605568409,
,,,-0.0158802201855,0.953978605568409,
,,,-0.0158648200586,0.953978605568409,
,,,-0.0158494199317,0.953978605568409,
,,,-0.0158340198048,0.953978605568409,
,,,-0.0158186196779,0.953978605568409,
,,,-0.015803219551,0.941516295075417,
,,,-0.0157878194241,0.953978605568409,
,,,-0.0157724192972,0.941516295075417,
,,,-0.0157570191703,0.953978605568409,
,,,-0.0157416190434,0.953978605568409,
,,,-0.0157262189165,0.953978605568409,
,,,-0.0157108187896,0.941516295075417,
,,,-0.0156954186627,0.941516295075417,
,,,-0.0156800185358,0.941516295075417,
,,,-0.0156646184089,0.953978605568409,
,,,-0.015649218282,0.941516295075417,
,,,-0.0156338181551,0.953978605568409,
,,,-0.0156184180282,0.953978605568409,
,,,-0.0156030179013,0.953978605568409,
,,,-0.0155876177744,0.953978605568409,
,,,-0.0155722176475,0.941516295075417,
,,,-0.0155568175206,0.941516295075417,
,,,-0.0155414173937,0.941516295075417,
,,,-0.0155260172668,0.941516295075417,
,,,-0.0155106171399,0.953978605568409,
,,,-0.015495217013,0.941516295075417,
,,,-0.0154798168861,0.941516295075417,
,,,-0.0154644167592,0.941516295075417,
,,,-0.0154490166323,0.953978605568409,
,,,-0.0154336165054,0.941516295075417,
,,,-0.0154182163785,0.953978605568409,
,,,-0.0154028162516,0.953978605568409,
,,,-0.0153874161247,0.941516295075417,
,,,-0.0153720159978,0.953978605568409,
,,,-0.0153566158709,0.953978605568409,
,,,-0.015341215744,0.953978605568409,
,,,-0.0153258156171,0.953978605568409,
,,,-0.0153104154902,0.941516295075417,
,,,-0.0152950153633,0.941516295075417,
,,,-0.0152796152364,0.953978605568409,
,,,-0.0152642151095,0.941516295075417,
,,,-0.0152488149826,0.941516295075417,
,,,-0.0152334148557,0.953978605568409,
,,,-0.0152180147288,0.941516295075417,
,,,-0.0152026146019,0.929053984582424,
,,,-0.015187214475,0.966440916061401,
,,,-0.0151718143481,0.953978605568409,
,,,-0.0151564142212,0.941516295075417,
,,,-0.0151410140943,0.941516295075417,
,,,-0.0151256139674,0.941516295075417,
,,,-0.0151102138405,0.941516295075417,
,,,-0.0150948137136,0.941516295075417,
,,,-0.0150794135867,0.966440916061401,
,,,-0.0150640134598,0.941516295075417,
,,,-0.0150486133329,0.941516295075417,
